TIME_PERIOD,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,value
2009,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,289284.606
2011,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,306876.091
2008,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,290123.397
2003,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,199869.534
2004,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,214046.664
2017,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,416849.073
2021,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,502134.223
2015,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,359643.559
2022,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,551853.503
2023,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,578154.106
2014,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,344636.597
1996,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,152411.034
1997,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,153610.276
1998,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,155061.694
2001,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,180949.722
2016,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,385090.48
2020,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,479686.425
2019,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,486786.85
2018,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,442610.885
2006,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,244907.363
2007,A,CZE,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,270535.441
2008,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,56956.205
1994,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,22282.201
1995,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,23694.437
2003,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,37736.191
2004,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,40463.66
2015,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,85240.084
1991,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,17045.94
1992,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,19038.56
1993,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,20873.069
2014,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,79269.13
1996,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,24454.118
1997,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,26238.045
1998,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,28431.912
2001,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,33775.851
2012,A,AUT,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,389098.907
1997,A,AUT,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,201549.393
2020,A,AUS,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,1457431.898
2016,A,AUS,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,1212045.398
2020,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,111257.806
2016,A,CRI,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,93454.856
2014,A,GRC,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,288106.5
1996,A,GRC,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,167327.504
1997,A,GRC,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,177260.196
1998,A,GRC,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,186884.395
2016,A,GRC,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,296388.456
2019,A,GRC,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,342312.005
2018,A,GRC,S1,S1,B1GQ,_Z,_Z,_Z,USD_PPP,V,N,T0102,319754.467
