TIME_PERIOD,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,value
1998,A,CRI,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,3697.323
1998,A,CHL,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,14996.647
1998,A,CAN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,30155.173
1998,A,AUT,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,7976.789
1997,A,ZAF,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,41824.4291
1997,A,SGP,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,3796.0
1997,A,SRB,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,9777.437
1997,A,RUS,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,147915.37
1997,A,ROU,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,22545.93
1997,A,MLT,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,382.787
1997,A,IDN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,195416.867
1997,A,CYP,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,670.75
1997,A,HRV,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,4534.92
1997,A,CHN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,1236260.0
1997,A,CMR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,14344.0
1997,A,BGR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,8312.068
1997,A,BRA,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,166187.066
1997,A,ALB,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,3138.405
1997,A,USA,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,272958.0
1997,A,TUR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,61582.0
1997,A,CHE,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,7152.972156
1997,A,SWE,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,8846.75
1997,A,ESP,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,40049.974
1997,A,SVN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,1986.327
1997,A,SVK,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,5383.472
