TIME_PERIOD,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Cabo Verde,Cameroon,Canada,Chile,China (People’s Republic of),Colombia,Costa Rica,Croatia,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hong Kong (China),Hungary,Iceland,Indonesia,Ireland,Israel,Italy,Japan,Korea,Latvia,Lithuania,Luxembourg,Madagascar,Malta,Mexico,Morocco,Netherlands,New Zealand,Norway,Poland,Portugal,Romania,Senegal,Singapore,Slovak Republic,Slovenia,South Africa,Spain,Sweden,Switzerland,Türkiye,United Kingdom,United States,Zambia
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1.9028329781878295,5.877383270364112,4.877013384402584,,,,,-0.0250731229987311,9.598435436136011,11.60565168861103,4.127987207346262,,,-8.146810433586726,4.531027418772848,,-3.223145021965401,4.060174200387068,,7.835296884126963,5.69190107180928,8.364734900473758,,1.8664899446233285,,4.778943688637738,,4.86814231766064,6.601696113650823,13.394828681875648,,,10.809486253826295,,,5.843043359255251,,5.052850618841598,-1.1209092463044024,6.045406902207029,-4.067824233061145,8.203752693202503,,,7.2003595508078,,,0.12832234845208124,5.826184884523933,1.509156217172869,1.1871748031815343,2.599266008788592,1.8835534142851662,1.905694464658203,
1992,,5.39277910892304,3.2772477762007757,3.4206783856210787,,,,,1.985338559127725,12.792730502831917,15.55940040733681,4.627262284416744,9.247915736636415,,1.6708285227527098,4.006140754053211,,-1.6571978940355225,3.386832133635709,,3.659997257057035,2.2464542840149093,7.738096433743902,-0.6438195936456337,-2.3452427992782243,,4.836140173930992,,3.092977594553581,2.8139534558379253,7.496576586993453,,,2.733450032008844,,,4.22401572176796,,3.242764524573394,2.5940029697946843,5.341632040839417,4.675416841109414,3.434839856977878,,,5.829265747112244,,,-2.1685598714192733,2.988503309158186,0.4991082097120181,1.306429610582538,6.628469038765528,2.4287778317938047,4.483727203797239,
1993,,5.362622219499835,2.0645157226543143,0.9936336087483788,,,,,3.945676893241279,7.606871860058795,15.305002893032693,6.181734605630651,7.266629192553875,,2.3067918723675307,1.9266666284763811,,1.0824081337022173,1.5116804504418324,,0.7198320482215248,0.18000885311244552,6.876066908256773,2.0771923247052237,2.653398146544994,,4.567898322187802,,1.4353469058167478,1.5976447592292553,8.304222026195319,,,5.169665423296177,,,4.0592572907791835,,2.9255844853762314,6.804485616817391,4.648140544956725,6.06389224937347,0.16702810885025343,,,11.277479972639458,3.964116566690312,,1.4414986987071554,1.0933488035461902,-0.2481297276413552,1.5718931163172245,8.832633495912212,4.684676674585386,3.829475788033454,
1994,,6.190172459962606,4.187069147933542,5.118638441494117,,,,-2.28226237965905,5.563319975812098,6.109762605349411,14.202561730025698,5.969953940950767,3.7049364205084867,,5.050370778023017,7.209079976619259,2.7908473818201607,5.726983293995769,4.2226362053711775,,4.417648024684695,3.707635896844219,5.89539256227698,5.483669339174879,4.946135789027872,8.322341533843968,7.652709545339786,,4.311089967998982,3.0950616351437477,10.484545440590054,,,4.514858443145631,,,4.957378758437159,,4.537574393759369,7.147934210385087,6.680143303082953,7.454094154691249,2.873320693046333,,,9.949935977308844,8.029178365813117,,3.205053418258541,4.38235263585145,5.293340151674819,2.7268490190336836,-4.953296476672331,5.792272365565876,4.970591759918674,
1995,,4.711309749759973,4.660464345783466,4.315112743792393,,,,3.799148763302873,3.768031361812718,11.038848726234951,12.170529065117663,5.7597324154499585,3.33211382707701,,8.790898277957337,4.697806257401171,8.848297318966925,6.01412733208726,4.110928837714023,,3.280531004317555,3.963334133698737,2.4657539652110483,2.935849894579956,1.6807646868966408,8.966281633744044,11.457803149829783,,5.042608525084047,4.5157571593120505,10.793769596520452,,,2.1176471845841593,,,-5.396216494811501,,4.742486895358589,4.450178696385865,5.802981714474242,9.130340077003062,6.168157429814425,,,6.132099168620342,7.731341677990566,,3.1118871744460375,4.760556183610198,5.6332040375211445,1.6774410109127391,7.755879909531016,4.387590305410605,3.605331468062567,
1996,,3.773437095650589,3.5153164343968424,1.3612200535165098,2.5406510859620646,-11.518604184934079,,3.3049092429735305,2.4037352454824745,7.877166564994709,10.83006628631924,1.8288621027437335,0.6498173724681866,9.394337358278904,5.965835297873601,4.595672114999383,6.518168944972302,2.5827460613030873,2.782329150018592,,2.405872966082989,3.7135628104802754,1.564146176123704,1.8226819123315696,3.4412288596373797,8.278899138288054,8.260837413972766,4.368810599901152,2.94651910981234,4.792477122116634,8.82359687131331,5.504053952918575,7.582644498081681,3.7868412627113823,,4.901451671777224,6.598383738855351,,4.6494713720885095,3.1712126759375625,10.158184411090797,7.795494475222009,3.6092775316605152,5.901370696467012,,5.086423527105199,7.8573580743205085,4.648512055505294,4.106300774685678,4.303687531740064,3.806888368365291,2.182676108711723,7.16429893713848,6.611769919614718,4.447856530626781,
1997,,5.097264154794989,3.5919093401592272,4.364387216795973,3.6467245780003488,-16.02438800118381,,3.564840424789595,5.029273902227871,7.762724029060553,10.059867119516941,3.431711855403208,4.561231390696374,8.306939163777272,0.9014003921762104,4.911639575942872,16.051318939846347,8.585673127573457,4.362066241884599,,2.095921472026241,5.414501921979764,6.022421238326348,4.90243621170201,8.568018304556091,5.037419884066385,10.490989447320342,2.8764543751683025,3.6332252738261683,2.4779946071237235,6.993120675749509,11.90774448572187,10.642418311555035,6.936013278090902,,5.70486773892509,7.557626668312212,,6.105222696194534,3.8456323079293586,6.659673272879618,7.980791333843551,5.828015673938691,-3.1565844712859503,,6.555770038440034,6.727764501407152,6.86929921760473,2.351257674665397,5.511743170972516,3.6327629966725006,3.8525025161362914,7.578531779673869,5.13594950916525,4.985544875060377,
1998,,5.096067984644992,4.88030975925362,2.7014813283285033,0.009830644810704392,7.4495577662271995,,3.1693549773027963,4.197214647117109,3.944455785566925,8.140844685780912,0.31182106140561494,5.796325107267286,3.727507670027941,1.0301665722268982,3.698832666966334,5.882882557450686,8.20028195136353,4.863426656860503,,3.3449985088419565,4.846696655272198,-5.62482138999254,5.795042280529961,6.825010613765503,-13.3611082426752,10.528658394737178,2.483948699554195,4.774112865521962,-0.4261669439239779,-4.7518381751943455,9.054273665314817,9.769269701137473,4.190504491824876,,4.729734204748004,5.984632280927671,,6.495636901552038,1.1175140101473913,-1.4088874638511828,6.25163960427888,5.708650456340769,-0.35254050466996256,,-4.391232879668772,5.236637957669932,4.8269278332972565,-0.2564681380264999,6.611021633251157,4.369336723508788,3.4152956678707325,-23.2767174613034,2.7150060315411784,4.4345837780081165,
1999,,5.577109174500072,3.6597508038740623,4.393474448379475,0.4463992608576328,-5.98688441409675,,6.716243380441922,5.781547664303699,-0.20295963572302123,8.371240844157013,-5.177025278603775,3.1788584542775444,0.5429472860212003,2.8792630185874746,3.281560817231699,0.8446399883589528,5.063317094273723,4.063793980491193,,4.318281827441317,1.8682232038932156,2.9659967098233153,4.588603162703753,2.8876165354347005,0.8086406955073677,7.8107076352171845,2.1297445364459433,2.317211163288402,0.8805576235466406,12.237566418435609,4.678814828549971,0.7685852090772549,12.505420256860166,,4.442807413823102,2.9270031140880226,,5.6547607265799105,6.489909847108577,8.410061542768688,5.918624368469216,6.179741231043767,0.9834154341571422,,6.347792995826462,0.5755480617752218,6.345376069408815,2.0209704778288984,4.5091364775670995,6.19679730307976,2.5614518129619457,-3.491406262941743,3.3777027969217555,5.063725028210153,
