TIME_PERIOD,REF_AREA,MEASURE,SECTOR,STANDARD_REVENUE,CTRY_SPECIFIC_REVENUE,UNIT_MEASURE,FREQ,value
1990,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1991,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1992,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1993,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1994,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1995,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1996,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1997,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1998,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1999,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2000,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2001,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2002,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2003,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2004,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2005,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2006,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2007,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2008,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2009,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2010,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2011,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2012,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2013,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2014,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2015,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2016,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2017,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2018,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2019,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2020,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2021,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2022,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2023,SGP,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1990,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1991,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1992,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1993,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1994,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1995,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1996,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1997,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1998,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
1999,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2000,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.0
2013,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,7.436
2014,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,7.814
2015,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,7.777
2016,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,7.729
2017,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.236
2018,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.666
2019,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.852
2020,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.085
2021,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.821
2022,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.245
2023,BGR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.505
2000,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.807
2001,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.474
2002,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.404
2003,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.555
2004,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.566
2005,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.577
2006,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.522
2007,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.087
2008,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.046
2009,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.035
2010,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.028
2011,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.023
2012,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.025
2013,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.026
2014,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.033
2015,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.026
2016,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.03
2017,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.031
2018,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.037
2019,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.034
2020,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.044
2021,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.042
2022,CPV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.035
1993,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.934
1994,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.838
1995,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.769
1996,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.771
1997,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.742
1998,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.736
1999,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.777
2000,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.873
2001,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.926
2002,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.919
2003,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.895
2004,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.878
2005,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.816
2006,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.767
2007,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.783
2008,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.808
2009,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.831
2010,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.997
2011,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.996
2012,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.958
2013,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.961
2014,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.856
2015,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.845
2016,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.003
2017,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.02
2018,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.021
2019,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.015
2020,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.038
2021,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.02
2022,CMR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.959
2019,CHN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,5.964
2020,CHN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.757
2021,CHN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,5.887
2022,CHN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,6.076
2023,CHN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,6.443
1995,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,15.368
1996,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,15.565
1997,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,15.126
1998,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,13.997
1999,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,13.856
2000,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,13.264
2001,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,12.762
2002,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.82
2003,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.682
2004,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.632
2005,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.532
2006,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.465
2007,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.693
2008,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.72
2009,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.919
2010,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.722
2011,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.626
2012,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.382
2013,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.134
2014,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.622
2015,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.4
2016,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.243
2017,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.223
2018,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.201
2019,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.078
2020,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.318
2021,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.914
2022,HRV,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.672
2000,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,2.234
2001,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,2.973
2002,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,3.009
2003,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,3.113
2004,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,3.268
2005,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,3.843
2006,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.34
2007,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.371
2008,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.219
2009,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.372
2010,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.466
2011,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.781
2012,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.98
2013,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.915
2014,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.99
2015,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,4.862
2016,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,5.117
2017,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,5.232
2018,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,5.45
2019,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,5.938
2020,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,6.766
2021,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,6.448
2022,MAR,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,6.734
1995,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,7.663
1996,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,7.253
1997,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,6.967
1998,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.231
1999,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.019
2000,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.1
2001,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,11.003
2002,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.715
2003,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.771
2004,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.32
2005,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.727
2006,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.817
2007,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.593
2008,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,9.005
2009,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.961
2010,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.468
2011,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.65
2012,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.36
2013,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.678
2014,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.518
2015,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.084
2016,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.144
2017,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,8.506
2018,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.472
2019,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.453
2020,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.987
2021,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.428
2022,ROU,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,10.082
1997,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.481
1998,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.483
1999,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.496
2000,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.52
2001,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.515
2002,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.558
2003,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.589
2004,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.623
2005,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.63
2006,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.661
2007,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.66
2008,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.691
2009,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.71
2010,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.915
2011,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.71
2012,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.058
2013,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.035
2014,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.068
2015,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.106
2016,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.136
2017,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.165
2018,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.168
2019,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.189
2020,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,1.092
2021,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.975
2022,SEN,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.923
2001,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.002
2002,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.214
2003,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.343
2004,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.353
2005,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.353
2006,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.373
2007,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.375
2008,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.383
2009,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.379
2010,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.364
2011,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.377
2012,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.395
2013,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.367
2014,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.377
2015,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.388
2016,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.374
2017,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.367
2018,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.355
2019,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.352
2020,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.34
2021,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.335
2022,ZAF,TAX_REV,S13,T_2000,_T,PT_B1GQ,A,0.347
2013,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.564
2014,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.575
2015,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.566
2016,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.594
2017,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.58
2018,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.563
2019,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.543
2020,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.559
2021,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.631
2022,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.549
2023,BGR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.504
1990,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.879
1991,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.837
1992,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.809
1993,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.934
1994,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.827
1995,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.806
1996,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.822
1997,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.783
1998,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.612
1999,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.677
2000,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.828
2001,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.79
2002,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.917
2003,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.845
2004,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.876
2005,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.877
2006,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.091
2007,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.49
2008,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.814
2009,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.169
2010,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.947
2011,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.082
2012,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.934
2013,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.957
2014,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.95
2015,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.924
2016,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.879
2017,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.587
2018,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.914
2019,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.85
2020,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.88
2021,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.345
2022,CPV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.321
1993,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.154
1994,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.128
1995,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.151
1996,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.08
1997,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.073
1998,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.079
1999,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.103
2000,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.175
2001,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.163
2002,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.16
2003,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.134
2004,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.116
2005,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.13
2006,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.144
2007,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.152
2008,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.149
2009,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.136
2010,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.132
2011,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.09
2012,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.098
2013,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.125
2014,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.117
2015,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.134
2016,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.152
2017,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.159
2018,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.114
2019,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.117
2020,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.109
2021,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.116
2022,CMR,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.097
2007,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.615
2008,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.269
2009,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.229
2010,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.289
2011,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.237
2012,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.237
2013,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.39
2014,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.431
2015,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.642
2016,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.443
2017,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.426
2018,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.411
2019,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.378
2020,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.454
2021,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.44
2022,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.297
2023,CHN,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.229
1995,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,0.711
1996,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.074
1997,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.156
1998,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.116
1999,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.105
2000,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.084
2001,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.115
2002,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.068
2003,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.007
2004,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.034
2005,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.053
2006,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.152
2007,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.254
2008,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.32
2009,HRV,TAX_REV,S13,T_4000,_T,PT_B1GQ,A,1.247
