TIME_PERIOD,STANDARD_REVENUE,Argentina,Australia,Austria,Belgium,Bulgaria,Brazil,Canada,Switzerland,Chile,China (People’s Republic of),Cameroon,Colombia,Cabo Verde,Costa Rica,Czechia,Germany,Denmark,Spain,Estonia,Finland,France,United Kingdom,Georgia,Greece,Hong Kong (China),Croatia,Hungary,Indonesia,Ireland,Iceland,Israel,Italy,Japan,Korea,Lithuania,Luxembourg,Latvia,Morocco,Madagascar,Mexico,Malta,Netherlands,Norway,New Zealand,Poland,Portugal,Romania,Senegal,Singapore,Slovak Republic,Slovenia,Sweden,Türkiye,United States,South Africa,Zambia
2002,Taxes on property,2.268,2.667,0.532,1.972,0.265,2.307,3.579,2.446,1.446,,0.16,1.691,0.917,0.209,0.477,0.79,1.678,2.226,0.344,1.038,2.99,3.748,0.75,1.974,,1.068,0.688,0.393,1.499,2.102,2.915,2.041,2.643,2.71,0.484,3.015,0.986,1.295,0.052,0.248,1.028,1.843,0.953,1.703,1.626,1.139,0.524,0.315,1.198,0.585,0.644,1.435,0.683,3.058,0.376,
2002,Taxes on goods and services,9.809,9.067,12.505,11.008,12.01,14.793,8.669,5.92,11.682,,6.243,7.554,11.036,9.99,9.831,10.179,15.776,9.613,12.243,13.178,11.194,10.364,8.557,12.119,,19.522,14.014,4.962,10.75,14.131,11.713,10.782,4.929,8.254,11.963,9.989,10.405,10.674,4.709,5.152,11.857,10.915,13.185,11.676,12.163,13.118,11.198,9.365,4.119,11.294,13.674,12.094,11.177,4.383,7.669,
2002,Total tax revenue,17.818,29.72,42.697,43.913,30.534,31.356,33.081,26.951,18.94,,11.02,17.153,19.273,21.839,33.109,34.559,45.468,33.244,30.973,43.275,42.854,31.404,14.72,33.147,,37.978,37.389,11.269,27.872,33.769,32.943,39.619,24.504,21.312,29.028,37.415,27.815,21.014,6.265,12.01,28.013,34.891,42.332,33.243,32.969,31.139,27.925,13.5,12.855,32.828,38.282,45.038,23.826,25.011,20.685,
2003,"Taxes on income, profits and capital gains of individuals and corporations",3.847,16.814,12.354,16.506,6.203,6.224,14.72,11.268,4.697,,2.979,4.433,6.382,3.385,8.639,9.532,28.026,9.232,8.019,16.38,9.924,11.38,2.886,7.252,,5.509,9.18,5.22,12.105,15.347,10.859,12.367,7.371,6.138,7.854,13.661,6.978,6.051,1.444,4.21,9.961,8.888,18.277,19.771,5.892,7.561,5.845,2.979,5.882,6.571,7.441,17.011,5.917,10.478,11.251,
2003,Social security contributions (SSC),2.529,0.0,14.09,13.804,10.078,7.129,5.057,6.651,1.376,,0.895,2.114,0.555,6.549,14.792,14.075,0.114,11.746,10.551,11.304,15.969,5.685,2.529,11.005,,11.682,12.075,,3.693,2.972,5.388,11.785,9.306,4.341,9.114,10.655,8.412,3.113,,2.144,6.005,12.796,9.575,0.0,12.595,8.256,9.771,0.589,0.0,13.611,14.888,12.703,5.197,6.533,0.343,
2003,Taxes on property,2.591,2.823,0.545,2.044,0.323,2.278,3.538,2.314,1.422,,0.134,1.631,0.845,0.213,0.477,0.819,1.772,2.461,0.328,0.994,3.055,3.704,0.801,1.907,,1.007,0.801,0.495,1.865,1.811,2.871,3.107,2.493,2.59,0.43,2.797,1.024,1.283,0.075,0.249,1.081,1.759,0.988,1.7,1.519,1.108,0.558,0.385,1.291,0.568,0.561,1.429,0.811,3.095,0.587,
2003,Taxes on goods and services,11.6,8.881,12.372,10.966,13.822,14.484,8.59,5.997,11.278,,6.549,7.957,11.309,9.873,10.063,10.313,15.566,9.656,11.865,13.622,11.061,10.399,7.575,11.328,,19.179,14.624,5.195,10.687,14.926,11.638,10.378,4.901,8.144,11.264,10.232,10.917,10.006,6.942,5.073,12.071,11.057,12.792,11.696,12.2,13.1,12.144,9.58,4.505,11.802,13.744,12.169,12.347,4.377,7.821,
2003,Total tax revenue,20.964,29.816,42.409,43.344,30.663,30.594,32.7,26.279,18.627,,11.203,17.292,19.091,21.842,33.981,34.745,45.693,33.095,30.764,42.338,42.659,31.168,13.953,31.493,,37.376,37.193,11.807,28.526,35.267,32.231,39.953,24.136,21.991,28.663,37.395,27.411,20.703,8.563,12.071,29.119,34.663,41.632,33.167,32.443,30.108,28.342,13.902,12.313,32.552,38.401,45.562,24.979,24.484,20.219,
2004,"Taxes on income, profits and capital gains of individuals and corporations",4.857,17.561,12.135,16.501,5.525,6.114,15.111,11.267,5.686,,2.741,5.051,6.448,3.281,8.6,9.292,28.433,9.608,7.867,16.084,10.04,11.926,4.26,7.187,,5.464,8.69,4.758,12.546,15.431,10.643,12.337,7.92,5.894,8.63,12.048,7.336,6.265,1.684,3.89,9.618,8.616,19.732,20.905,5.922,7.887,6.209,3.2,5.783,5.966,7.664,17.898,5.104,10.71,11.073,
2004,Social security contributions (SSC),2.803,0.0,14.015,13.503,9.901,7.409,4.887,6.299,1.37,,0.878,2.385,0.566,6.296,14.565,13.837,0.11,11.789,10.25,11.189,15.751,5.99,3.982,10.515,,11.632,11.743,,3.824,2.923,5.248,11.828,9.345,4.446,9.062,10.466,8.261,3.268,,2.083,5.968,12.867,9.159,0.0,12.087,8.127,9.32,0.623,0.0,12.881,14.901,12.46,5.515,6.499,0.353,
2004,Taxes on property,2.767,2.622,0.54,2.281,0.352,2.268,3.531,2.347,1.298,,0.116,1.469,0.876,0.241,0.378,0.838,1.788,2.737,0.311,1.072,3.186,3.81,0.46,1.811,,1.034,0.833,0.585,2.013,1.767,3.184,2.407,2.474,2.382,0.394,2.827,1.021,1.291,0.082,0.248,1.512,1.824,0.992,1.723,1.489,1.071,0.52,0.376,1.449,0.536,0.595,1.44,0.706,3.113,1.014,
2004,Taxes on goods and services,13.433,8.606,12.265,11.166,15.399,15.21,8.419,6.028,10.837,,6.396,7.893,12.401,9.773,10.847,10.55,15.764,9.908,12.55,13.368,11.115,10.369,10.233,10.953,,18.518,15.119,5.752,11.012,16.002,11.719,10.47,4.956,7.663,10.94,10.848,10.886,9.958,7.476,4.526,12.457,11.207,12.48,11.573,12.172,13.047,11.404,9.957,4.196,12.147,13.515,12.018,11.019,4.44,8.488,
2004,Total tax revenue,24.327,30.118,41.958,43.471,31.422,31.515,32.713,25.989,19.112,,10.461,17.969,20.291,21.326,34.399,34.521,46.3,34.042,30.978,41.748,42.815,32.095,19.133,30.466,,36.648,36.916,12.095,29.575,36.328,32.298,39.225,24.76,21.177,29.025,36.235,27.548,21.008,9.346,11.034,29.555,34.659,42.363,34.201,31.935,30.224,27.473,14.52,12.001,31.531,38.462,46.012,23.088,24.762,21.215,
2005,"Taxes on income, profits and capital gains of individuals and corporations",5.013,17.577,11.62,15.767,5.039,6.867,15.359,11.579,7.553,,3.167,5.133,6.299,3.385,8.318,9.597,29.692,10.351,6.891,16.066,10.179,12.665,4.194,8.081,,5.665,8.593,5.783,12.44,16.974,11.045,12.324,8.731,6.33,8.919,12.925,7.258,7.125,1.874,4.021,10.067,9.517,20.992,22.728,6.41,7.759,5.09,3.528,5.923,5.88,8.198,19.107,5.047,12.059,11.987,
2005,Social security contributions (SSC),2.987,0.0,13.897,13.301,9.401,7.754,4.821,6.184,1.361,,0.816,2.321,0.577,6.45,14.646,13.614,0.107,11.761,10.108,11.464,15.76,6.038,3.589,10.709,,11.532,11.895,,3.838,3.088,5.229,12.008,9.52,4.585,8.837,10.486,7.895,3.843,,2.066,5.971,12.031,8.67,0.0,12.145,8.216,9.727,0.63,0.0,12.434,15.072,12.435,5.192,6.376,0.353,
2005,Taxes on property,2.746,2.569,0.541,3.023,0.396,2.258,3.503,2.201,1.317,,0.13,1.432,0.877,0.262,0.396,0.84,1.842,3.017,0.285,1.15,3.321,3.849,0.506,1.923,,1.053,0.827,0.647,2.209,1.714,3.322,1.955,2.495,2.579,0.344,3.18,0.99,1.405,0.073,0.268,1.51,1.912,0.982,1.77,1.486,1.166,0.556,0.4,1.319,0.49,0.584,1.37,0.772,3.168,1.281,
2005,Taxes on goods and services,13.383,8.322,12.026,11.244,15.806,15.285,8.225,5.94,10.73,,6.673,8.181,12.64,9.863,10.842,10.594,16.049,10.113,12.466,13.316,11.157,9.947,11.872,11.161,,18.29,14.548,4.934,11.361,17.361,11.589,10.437,5.015,7.42,11.134,10.802,11.629,10.383,6.617,4.19,14.048,11.232,11.908,11.586,12.636,13.694,12.526,10.366,4.001,12.487,13.501,12.278,11.408,4.493,8.869,
2005,Total tax revenue,24.532,29.815,41.012,43.357,30.821,32.675,32.661,25.951,20.835,,11.036,18.259,20.394,21.77,34.204,34.649,47.885,35.243,29.75,42.037,43.142,32.499,20.186,31.874,,36.541,36.395,12.358,30.042,39.318,32.684,39.047,25.827,21.656,29.234,37.436,27.805,22.979,8.66,10.865,31.596,34.871,42.552,36.092,32.965,30.943,27.922,15.285,11.782,31.291,39.145,47.369,23.14,26.097,22.799,
2006,"Taxes on income, profits and capital gains of individuals and corporations",4.856,17.202,11.59,15.608,5.446,6.738,15.851,11.656,10.049,,3.28,5.519,7.264,3.393,8.321,10.503,28.37,10.998,6.971,15.994,10.574,12.891,5.129,7.39,,6.283,8.908,5.716,13.297,17.429,12.24,13.327,9.423,6.678,9.53,12.365,7.681,7.551,2.329,4.25,10.805,9.769,21.462,21.932,6.99,8.047,5.76,3.428,5.795,6.01,8.615,18.214,5.044,12.804,12.738,
2006,Social security contributions (SSC),3.457,0.0,13.75,13.263,8.015,7.859,4.768,6.007,1.288,,0.767,2.241,0.522,6.405,14.772,13.289,0.099,11.78,9.974,11.727,15.895,6.083,3.547,10.259,,11.465,12.072,,3.877,3.134,5.095,11.943,9.75,4.799,9.067,9.863,8.006,4.34,,1.934,5.848,12.9,8.472,0.0,12.003,8.113,9.817,0.661,0.0,11.544,14.74,11.712,5.23,6.32,0.373,
2006,Taxes on property,2.672,2.69,0.564,3.143,0.551,2.257,3.465,2.181,1.186,,0.144,1.414,1.091,0.314,0.398,0.852,1.823,3.216,0.244,1.064,3.383,4.053,0.605,2.085,,1.152,0.813,0.658,2.696,1.506,3.184,2.036,2.418,2.984,0.329,3.298,0.987,1.426,0.066,0.266,1.467,1.674,0.953,1.828,1.446,1.219,0.67,0.399,1.692,0.435,0.6,1.347,0.834,3.174,0.834,
2006,Taxes on goods and services,13.605,8.021,11.602,11.18,16.373,15.017,7.976,5.822,9.555,,6.943,8.727,14.93,10.256,10.356,10.565,15.975,10.005,13.243,13.266,11.028,9.803,12.778,11.316,,18.395,14.049,4.763,11.357,17.384,11.359,10.741,4.961,7.363,11.239,9.757,11.88,10.595,6.69,4.284,13.771,11.388,11.799,11.529,12.899,13.903,12.317,10.895,3.764,11.345,13.243,12.126,11.383,4.477,9.723,
2006,Total tax revenue,25.079,29.265,40.408,43.218,30.524,32.421,32.725,25.711,22.114,,11.494,19.267,23.807,22.047,33.848,35.213,46.47,35.999,30.432,42.085,43.522,32.829,22.215,31.05,,37.295,36.347,11.915,31.426,39.614,33.275,40.464,26.618,22.632,30.165,35.305,28.577,24.179,9.183,11.078,31.892,35.869,42.686,35.298,33.632,31.412,28.574,15.746,11.818,29.333,38.687,45.969,23.371,26.775,23.966,
2007,"Taxes on income, profits and capital gains of individuals and corporations",4.931,17.474,12.085,15.366,6.107,7.097,15.922,11.741,10.439,4.511,3.685,5.603,7.712,3.827,8.499,10.946,27.99,12.094,7.296,16.228,10.385,13.033,6.19,7.381,,6.794,9.865,5.515,12.871,17.404,12.063,14.026,9.875,7.547,9.048,12.365,8.178,8.35,2.234,4.6,11.913,10.03,20.181,21.345,7.898,8.859,6.222,3.313,5.982,6.086,8.67,17.523,5.429,12.886,13.545,
2007,Social security contributions (SSC),4.082,0.0,13.541,13.351,7.702,7.886,4.673,5.919,1.274,,0.783,2.262,0.087,6.372,14.868,12.832,0.116,11.816,10.263,11.431,15.674,6.034,4.133,10.718,,11.693,13.217,,4.132,2.855,4.996,12.433,9.903,4.918,9.081,9.855,7.813,4.371,,1.965,5.572,12.376,8.663,0.0,11.797,8.152,9.593,0.66,0.0,11.469,14.36,11.73,4.962,6.269,0.375,
2007,Taxes on property,2.673,2.639,0.554,3.07,0.67,2.274,3.455,2.073,1.124,1.615,0.152,1.507,1.49,0.307,0.402,0.875,1.81,2.988,0.215,1.076,3.373,4.104,0.618,2.109,,1.254,0.787,0.744,2.43,1.661,3.301,2.022,2.44,3.038,0.288,3.438,0.86,1.63,0.228,0.275,1.559,1.664,1.049,1.809,1.441,1.328,0.885,0.415,2.253,0.388,0.588,1.094,0.858,3.199,1.308,
2007,Taxes on goods and services,14.307,7.892,11.483,11.113,16.012,14.954,7.787,5.768,10.009,10.513,7.041,8.58,16.28,10.84,10.358,11.04,16.333,9.515,13.208,12.628,10.81,9.795,14.048,11.589,,18.029,14.888,5.092,11.205,16.257,11.549,10.643,4.876,7.421,11.644,10.052,11.328,11.783,7.272,4.26,13.615,11.254,12.077,10.744,13.194,13.388,11.607,11.482,4.338,11.277,13.231,12.108,10.901,4.371,9.748,
2007,Total tax revenue,26.368,29.397,40.548,42.92,30.537,32.792,32.495,25.543,22.847,16.639,12.021,19.299,25.569,23.136,34.128,35.697,46.488,36.414,30.982,41.4,42.921,32.967,25.134,31.797,,37.771,39.232,12.224,30.847,38.413,33.216,41.564,27.159,23.73,30.061,35.747,28.195,26.389,9.831,11.473,32.659,35.478,41.97,33.915,34.634,31.846,28.318,16.209,13.184,29.22,38.041,45.022,22.874,26.728,25.279,
2008,"Taxes on income, profits and capital gains of individuals and corporations",4.76,15.749,12.67,15.692,5.636,7.552,15.427,12.122,8.029,4.759,3.599,5.13,7.688,4.252,7.556,11.35,27.297,9.774,7.685,15.991,10.492,12.573,9.629,7.286,,6.618,10.157,6.048,11.836,16.573,10.29,14.234,9.076,7.305,9.203,12.594,8.911,10.337,2.908,4.867,11.455,9.737,20.875,19.865,7.974,8.976,6.137,3.499,7.143,6.398,8.226,16.091,5.478,11.828,14.199,
2008,Social security contributions (SSC),4.572,0.0,13.673,13.789,7.403,7.817,4.521,5.992,1.373,,0.808,2.021,0.046,6.637,14.75,12.897,0.093,11.895,11.378,11.497,15.668,6.17,0.0,10.738,,11.72,13.167,,4.459,2.62,5.095,12.91,10.506,5.148,9.471,9.962,7.903,4.219,,1.875,5.637,13.223,8.549,0.0,11.214,8.373,9.005,0.691,0.0,11.62,14.657,10.99,5.748,6.298,0.383,
2008,Taxes on property,2.684,2.212,0.522,3.06,0.689,1.321,3.597,1.991,1.177,1.269,0.149,1.874,1.814,0.288,0.377,0.836,1.899,2.308,0.29,1.054,3.257,3.771,0.673,2.158,,1.32,0.847,0.624,1.779,1.734,3.263,1.786,2.54,2.813,0.273,2.585,0.631,1.538,0.159,0.277,1.218,1.519,0.936,1.945,1.426,1.227,0.742,0.428,1.606,0.366,0.564,1.021,0.834,3.191,1.277,
2008,Taxes on goods and services,15.242,7.39,11.504,11.034,16.847,15.444,7.028,5.735,10.813,10.69,7.12,8.67,16.714,10.748,10.659,11.092,15.228,8.126,11.884,12.51,10.661,9.631,13.459,11.62,,17.96,14.659,5.489,10.798,13.06,11.51,10.444,4.855,7.459,11.664,9.851,10.355,12.367,8.141,4.636,13.174,11.097,10.81,11.111,13.331,13.037,10.845,10.236,4.503,10.681,13.176,12.412,10.439,4.324,9.071,
2008,Total tax revenue,27.624,26.723,41.391,43.593,30.601,32.655,31.235,25.922,21.403,16.718,11.988,19.032,26.262,23.692,33.342,36.179,44.761,32.103,31.237,41.09,42.737,32.145,24.235,31.803,,37.618,39.333,12.99,29.093,34.264,31.323,41.596,27.049,23.583,30.611,35.028,27.815,28.693,11.373,12.04,31.483,35.72,41.169,32.925,34.281,31.739,26.74,15.154,13.966,29.066,37.302,44.234,22.961,25.643,25.263,
2009,"Taxes on income, profits and capital gains of individuals and corporations",4.558,14.134,11.38,14.47,4.882,7.033,15.455,12.072,5.369,4.571,3.979,5.606,6.061,3.9,6.827,10.487,27.46,8.823,7.393,14.583,9.097,11.923,8.851,7.522,,6.599,9.454,5.284,11.278,14.75,8.678,13.662,7.588,6.463,5.898,12.781,6.854,8.613,2.461,4.643,12.038,9.757,18.851,17.199,6.769,8.311,5.665,3.623,5.825,5.502,7.509,15.549,5.611,9.226,12.803,
2009,Social security contributions (SSC),6.189,0.0,14.106,14.279,7.205,8.179,4.861,6.319,1.427,,0.831,2.061,0.035,7.05,14.135,14.092,0.089,12.02,12.873,12.135,16.197,6.098,0.0,10.167,,11.919,12.573,,5.203,2.823,4.913,13.164,10.521,5.305,12.465,10.858,9.169,4.372,,2.053,5.592,12.511,9.544,0.0,11.081,8.558,8.961,0.71,0.0,12.358,15.524,10.748,5.723,6.233,0.379,
2009,Taxes on property,2.658,2.445,0.525,2.958,0.503,1.227,3.931,2.031,0.91,1.229,0.136,1.639,1.169,0.27,0.357,0.832,1.819,2.031,0.341,1.047,3.335,3.771,0.867,1.989,,1.247,0.811,0.562,1.452,1.837,3.132,2.599,2.604,2.638,0.351,2.397,0.702,1.356,0.056,0.278,1.007,1.375,1.078,1.96,1.344,1.123,0.691,0.437,1.48,0.417,0.578,1.031,0.846,3.311,1.279,
2009,Taxes on goods and services,15.093,7.489,11.799,10.974,14.123,14.215,7.398,5.748,9.696,10.988,6.97,8.023,11.994,9.128,10.835,11.706,15.118,6.804,14.343,12.969,10.639,9.284,13.687,11.073,,17.113,15.417,4.466,9.914,11.333,11.262,10.538,4.899,7.221,11.5,10.189,11.326,11.022,6.883,4.456,13.0,10.842,11.603,11.064,11.851,11.672,9.848,9.935,4.272,10.614,13.414,12.846,10.645,4.139,8.498,
2009,Total tax revenue,28.924,25.395,40.98,42.699,26.734,31.177,32.346,26.268,17.397,16.788,12.266,18.817,19.259,22.108,32.159,37.121,44.737,29.679,34.95,40.773,42.109,31.077,23.735,30.752,,36.877,38.735,11.043,28.067,31.276,29.124,41.97,25.686,22.703,30.214,36.275,28.067,25.599,9.449,11.894,31.637,34.643,41.077,30.227,31.368,29.796,25.174,14.993,12.392,28.891,37.099,43.923,23.318,22.911,23.202,
2010,"Taxes on income, profits and capital gains of individuals and corporations",4.72,14.252,11.498,14.662,4.548,6.658,14.463,11.789,7.519,4.522,3.128,4.819,5.193,3.778,6.445,10.054,27.638,8.744,6.581,14.406,9.584,11.984,8.028,7.118,7.783,5.87,7.618,5.202,11.118,14.257,8.733,13.626,7.93,6.268,4.57,12.892,7.142,7.378,2.35,4.894,11.207,9.888,19.687,16.285,6.346,8.12,5.329,4.114,5.568,5.237,7.402,15.393,5.251,9.892,12.047,
2010,Social security contributions (SSC),6.166,0.0,13.999,13.911,6.636,8.146,4.609,6.128,1.349,,0.997,2.11,0.028,7.325,14.283,13.817,0.126,11.861,12.749,12.038,16.023,6.052,0.0,11.042,0.0,11.722,11.568,,5.051,3.783,5.06,12.979,10.787,5.224,11.633,10.346,8.59,4.466,,1.986,5.399,12.866,9.327,0.0,10.878,8.609,8.468,0.915,0.0,11.857,15.802,10.831,6.14,6.096,0.364,
2010,Taxes on property,2.62,2.361,0.525,3.099,0.489,1.377,3.826,1.983,0.783,1.289,0.132,1.569,0.947,0.322,0.406,0.819,1.849,2.067,0.348,1.109,3.547,3.84,0.866,1.669,3.404,1.152,1.135,0.591,1.427,2.107,3.351,2.013,2.551,2.534,0.366,2.505,0.868,1.496,0.051,0.279,0.957,1.364,1.07,2.003,1.329,1.129,0.755,0.49,1.812,0.403,0.61,1.028,1.001,3.146,1.313,
2010,Taxes on goods and services,15.231,7.23,11.74,11.199,13.707,15.016,7.428,5.821,10.097,11.651,6.939,8.163,11.132,8.923,10.771,11.175,14.941,8.608,13.517,12.973,11.175,10.169,12.797,12.481,1.695,17.594,15.95,4.745,9.925,11.546,11.801,11.101,4.898,7.543,11.716,9.858,11.924,11.94,6.078,4.667,13.127,11.176,11.652,12.005,12.746,12.381,11.197,10.084,4.283,10.365,13.897,12.824,11.754,4.222,9.128,
2010,Total tax revenue,29.067,25.147,40.958,42.882,25.398,31.759,31.007,25.816,19.693,17.462,11.548,18.096,17.301,22.131,31.909,35.869,44.794,31.282,33.195,40.562,42.238,32.045,21.977,32.31,13.298,36.338,36.826,11.356,27.71,32.218,30.092,41.701,26.241,22.378,28.285,35.652,28.54,25.528,8.513,12.287,30.691,35.444,41.736,30.295,31.6,30.366,25.758,15.894,12.469,27.862,37.788,43.144,24.654,23.371,23.122,
2011,"Taxes on income, profits and capital gains of individuals and corporations",5.054,15.182,11.632,15.101,4.493,7.182,14.579,11.903,8.496,5.02,3.503,5.404,5.348,3.832,6.653,10.546,27.515,8.955,6.253,14.815,10.048,11.919,9.132,7.354,8.947,5.629,6.119,5.505,11.209,15.117,8.99,13.296,8.181,6.973,4.297,12.849,7.191,7.783,2.281,5.061,11.5,9.44,20.378,15.954,6.405,9.107,5.462,3.969,5.78,5.352,7.206,14.793,5.395,10.976,12.387,
2011,Social security contributions (SSC),6.296,0.0,13.978,14.081,6.677,8.298,4.538,6.434,1.336,,0.996,1.665,0.023,7.547,14.382,13.795,0.136,11.834,11.556,12.008,16.13,6.101,0.0,10.889,0.0,11.626,12.639,,5.095,3.786,5.083,12.836,11.264,5.561,11.04,10.52,8.922,4.781,0.314,1.981,5.671,13.486,9.211,0.0,11.213,8.9,8.65,0.71,0.0,11.895,15.601,9.771,7.167,5.431,0.377,
2011,Taxes on property,2.641,2.238,0.508,3.175,0.523,1.442,3.687,1.926,0.895,1.237,0.09,2.087,1.082,0.329,0.499,0.855,1.888,1.957,0.307,1.08,3.653,3.814,0.844,2.523,2.871,1.242,1.111,0.427,1.641,2.062,3.389,2.189,2.62,2.632,0.31,2.506,0.999,1.48,0.065,0.27,0.967,1.206,1.036,1.999,1.293,1.096,0.717,0.455,1.988,0.399,0.592,0.986,1.044,3.012,1.27,
2011,Taxes on goods and services,15.009,7.002,11.884,11.136,13.763,15.062,7.311,5.823,10.452,11.845,7.474,8.341,11.95,9.105,11.221,11.388,15.067,8.443,13.255,13.854,11.442,11.018,13.382,13.492,1.663,17.296,15.915,5.221,9.419,11.633,11.707,11.317,4.993,7.239,11.52,10.204,12.006,11.963,6.3,4.464,13.08,10.857,11.187,12.127,12.845,13.001,12.072,10.606,4.245,11.229,13.851,12.433,11.627,4.332,9.651,
2011,Total tax revenue,29.299,25.774,41.119,43.508,25.478,32.582,30.803,26.18,21.195,18.102,12.478,18.932,18.402,22.649,32.758,36.589,44.867,31.19,31.373,41.794,43.319,32.852,23.505,34.258,14.076,35.793,36.373,12.171,27.553,33.197,30.309,41.637,27.132,23.177,27.166,36.126,29.134,26.227,9.004,12.263,31.219,35.138,41.811,30.083,32.067,32.228,26.91,16.042,12.942,28.876,37.33,42.223,25.706,23.761,23.982,
2012,"Taxes on income, profits and capital gains of individuals and corporations",5.311,15.534,11.946,15.357,4.485,6.677,14.796,11.846,8.312,5.149,4.14,6.552,5.217,3.754,6.8,11.14,28.294,9.609,6.545,14.526,10.629,11.322,9.377,8.615,8.736,5.54,6.771,5.398,11.779,15.35,8.902,14.231,8.68,7.079,4.767,12.8,7.353,8.426,2.017,4.859,11.942,8.944,19.998,17.358,6.602,8.568,5.158,4.259,6.033,5.438,6.881,14.546,5.407,11.207,12.56,7.739
2012,Social security contributions (SSC),6.815,0.0,14.096,14.261,6.771,8.42,4.699,6.495,1.387,,0.958,1.773,0.025,7.522,14.492,13.959,0.123,11.687,11.059,12.565,16.381,6.087,0.0,11.112,0.0,11.382,13.206,,4.732,3.516,4.949,12.983,11.631,5.859,10.762,10.591,8.679,4.98,0.315,1.998,5.51,14.409,9.285,0.0,12.074,8.688,8.36,1.058,0.0,12.174,15.823,10.085,6.728,5.416,0.395,
2012,Taxes on property,2.744,2.342,0.554,3.274,0.526,1.359,3.705,1.795,0.955,1.237,0.098,2.051,0.934,0.345,0.499,0.895,1.779,2.123,0.324,1.174,3.792,3.812,0.824,2.746,2.738,1.147,1.211,0.381,1.738,2.219,3.106,2.687,2.546,2.515,0.284,2.56,0.964,1.684,0.054,0.273,0.931,1.073,1.032,2.005,1.348,1.183,0.689,0.413,2.174,0.429,0.625,1.008,1.044,2.958,1.298,0.061
2012,Taxes on goods and services,15.456,7.533,11.996,11.424,14.281,14.801,7.288,5.863,10.674,11.989,7.319,7.988,10.468,9.053,11.403,11.344,15.101,8.948,13.474,14.112,11.636,10.901,13.586,14.23,1.699,18.254,17.057,5.598,9.491,12.03,11.341,11.672,5.017,7.388,11.105,10.403,12.103,11.929,6.258,4.46,12.608,10.785,10.975,12.274,12.043,13.097,12.305,10.097,4.115,10.67,14.239,12.342,11.148,4.325,9.838,6.929
2012,Total tax revenue,30.635,26.803,41.767,44.331,26.079,31.854,31.177,26.093,21.323,18.376,12.985,19.721,16.645,22.565,33.199,37.342,45.626,32.368,31.402,42.415,44.461,32.122,23.913,36.702,13.554,36.322,38.901,12.484,27.913,33.951,29.469,43.617,27.952,23.702,26.919,36.408,29.111,27.262,8.659,12.105,30.99,35.302,41.29,31.638,32.378,31.667,26.52,16.133,13.491,28.711,37.638,42.335,24.76,23.916,24.409,14.729
2013,"Taxes on income, profits and capital gains of individuals and corporations",5.546,15.383,12.285,15.963,4.859,6.763,14.813,11.96,6.934,5.343,4.162,6.686,5.1,3.984,6.962,11.38,28.864,9.569,7.082,15.073,11.01,11.264,9.406,7.791,8.361,5.884,6.619,5.305,11.626,16.018,9.416,14.466,9.272,6.782,4.927,12.779,7.427,7.784,2.081,5.646,12.291,8.877,18.125,16.63,6.353,10.947,5.527,4.0,5.68,6.001,6.268,14.881,5.086,11.949,12.674,6.365
2013,Social security contributions (SSC),7.05,0.0,14.462,14.338,7.436,8.347,4.752,6.525,1.434,,0.961,2.331,0.026,7.572,14.466,13.957,0.109,11.451,10.841,12.545,16.638,5.955,0.0,10.759,0.0,11.134,12.846,,4.842,3.548,4.952,13.05,11.665,6.103,10.77,10.427,8.498,4.915,0.353,2.076,5.332,14.63,9.464,0.0,12.428,8.88,8.678,1.035,0.0,13.219,15.492,9.9,6.903,6.102,0.367,
2013,Taxes on property,2.887,2.559,0.723,3.514,0.564,1.29,3.704,1.837,0.827,1.39,0.125,2.088,0.957,0.389,0.461,0.929,1.808,2.376,0.299,1.272,3.852,3.93,0.792,3.168,2.745,1.165,1.281,0.31,1.982,2.158,3.168,2.721,2.524,2.388,0.276,2.64,0.971,1.75,0.056,0.273,0.838,1.215,1.063,1.935,1.418,1.123,0.736,0.392,2.09,0.439,0.636,1.082,1.167,2.967,1.33,0.114
2013,Taxes on goods and services,15.458,7.626,11.948,11.205,15.255,14.782,7.17,5.822,10.764,11.577,7.781,7.742,10.676,9.044,11.608,11.405,14.759,9.702,13.027,14.485,11.649,10.858,12.559,14.536,1.773,18.691,16.894,5.667,9.455,11.704,11.607,11.608,5.021,7.111,10.931,10.29,12.522,11.239,6.618,4.222,12.115,10.942,11.067,11.891,11.887,12.878,12.513,9.641,4.054,11.325,14.782,12.262,11.586,4.385,10.085,7.671
2013,Total tax revenue,31.179,26.955,42.635,45.033,28.132,31.811,31.132,26.246,19.939,18.31,13.559,20.022,16.759,22.979,33.498,37.675,45.97,33.105,31.249,43.406,45.329,32.007,22.855,36.254,13.312,36.876,38.444,12.495,28.09,34.319,30.329,43.828,28.557,23.143,26.905,36.183,29.43,25.961,9.119,12.773,30.576,35.832,39.719,30.457,32.395,33.968,27.461,15.405,13.176,30.985,37.242,42.697,25.156,25.413,24.764,14.149
