TIME_PERIOD,REF_AREA,value,decade,region
2000,Costa Rica,8.247745638570356,2000,Americas
2000,Croatia,10.672236791514988,2000,Other
2000,Czechia,16.30107569693579,2000,Europe
2000,Denmark,28.64773453771862,2000,Europe
2000,Estonia,9.393476771569258,2000,Europe
2000,Finland,26.777165488195976,2000,Europe
2000,France,26.07578698185889,2000,Europe
2000,Germany,27.722217353941343,2000,Europe
2000,Greece,18.815852436969937,2000,Europe
2000,Hong Kong (China),28.224531882970744,2000,Asia
2000,Hungary,11.869131642818298,2000,Europe
2000,Iceland,29.783403271692748,2000,Europe
2000,Indonesia,5.346867570456893,2000,Asia
2000,Ireland,30.21678494653617,2000,Europe
2000,Israel,25.18907372239245,2000,Other
2000,Italy,27.14633399540937,2000,Europe
2000,Japan,27.28985193682933,2000,Asia
2000,Korea,19.22446868618108,2000,Asia
2000,Latvia,7.840673640782357,2000,Europe
2000,Lithuania,8.46593434100978,2000,Europe
2000,Luxembourg,55.03913038503346,2000,Europe
2000,Malta,18.36372774783184,2000,Other
2000,Mexico,11.440999811687282,2000,Americas
2000,Netherlands,31.88686355644857,2000,Europe
2000,New Zealand,21.457976664769493,2000,Oceania
2000,Norway,36.986221331552,2000,Europe
2000,Poland,10.719662656353153,2000,Europe
2000,Portugal,18.87906323269677,2000,Europe
2000,Romania,5.850853725015278,2000,Other
2000,Senegal,2.113668544396102,2000,Other
2000,Singapore,43.7800409632572,2000,Asia
2000,Slovak Republic,11.342340183798262,2000,Europe
2000,Slovenia,17.883540473359993,2000,Europe
2000,South Africa,8.655417517820736,2000,Other
2000,Spain,21.584772172736823,2000,Europe
2000,Sweden,29.63258390869381,2000,Europe
2000,Switzerland,36.34936991879079,2000,Europe
2000,Türkiye,9.475973782072227,2000,Other
2000,United Kingdom,26.53276936793125,2000,Europe
2000,United States,36.299662178910616,2000,Americas
2001,Australia,29.56248172150634,2000,Oceania
2001,Austria,29.55638845786892,2000,Europe
2001,Belgium,28.79650545369704,2000,Europe
2001,Brazil,9.30853222718708,2000,Americas
2001,Bulgaria,7.045375501323657,2000,Other
2001,Cameroon,2.1056881787933954,2000,Other
2001,Canada,30.231050820488345,2000,Americas
2001,Chile,9.845971073511084,2000,Americas
2001,China (People’s Republic of),3.247117553495734,2000,Other
2001,Colombia,7.068835572106044,2000,Americas
2001,Costa Rica,8.544268186373937,2000,Americas
2001,Croatia,11.652069667127858,2000,Other
2001,Czechia,17.698192874312223,2000,Europe
2001,Denmark,29.470359893117504,2000,Europe
2001,Estonia,10.276061606950528,2000,Europe
2001,Finland,27.80106322282189,2000,Europe
2001,France,27.43037580086297,2000,Europe
2001,Germany,28.970221548879373,2000,Europe
2001,Greece,20.30605287389803,2000,Europe
2001,Hong Kong (China),28.810124218051836,2000,Asia
2001,Hungary,13.224136536502897,2000,Europe
2001,Iceland,31.8818701754386,2000,Europe
2001,Indonesia,5.5816198311790775,2000,Asia
2001,Ireland,32.597558359074434,2000,Europe
2001,Israel,25.2014990978424,2000,Other
2001,Italy,28.13566509534958,2000,Europe
2001,Japan,27.946083134065383,2000,Asia
2001,Korea,20.44152355921469,2000,Asia
2001,Latvia,8.85965051118621,2000,Europe
2001,Lithuania,9.456865787834452,2000,Europe
2001,Luxembourg,56.09898112985503,2000,Europe
2001,Malta,18.51299558630865,2000,Other
2001,Mexico,11.506197626368465,2000,Americas
2001,Netherlands,33.2633632681042,2000,Europe
2001,New Zealand,22.411305039107575,2000,Oceania
2001,Norway,37.83139167035888,2000,Europe
2001,Poland,11.175679195122504,2000,Europe
2001,Portugal,19.53067225001308,2000,Europe
2001,Romania,6.44019106236548,2000,Other
2001,Senegal,2.189387744985895,2000,Other
2001,Singapore,43.10918922184631,2000,Asia
2001,Slovak Republic,12.367139273185304,2000,Europe
2001,Slovenia,18.766482207644668,2000,Europe
2001,South Africa,8.944892608457199,2000,Other
2001,Spain,23.002314524029543,2000,Europe
2001,Sweden,29.94637783460252,2000,Europe
