TIME_PERIOD,REF_AREA,STANDARD_REVENUE,value
2011,ISL,T_4000,2.062
2012,ISL,T_4000,2.219
2013,ISL,T_4000,2.158
2014,ISL,T_4000,2.212
2015,ISL,T_4000,1.695
2016,ISL,T_4000,17.026
2017,ISL,T_4000,1.869
2018,ISL,T_4000,1.823
2019,ISL,T_4000,1.929
2020,ISL,T_4000,2.264
2021,ISL,T_4000,2.068
2022,ISL,T_4000,1.962
2023,ISL,T_4000,2.009
1990,IRL,T_4000,1.504
1991,IRL,T_4000,1.506
1992,IRL,T_4000,1.449
1993,IRL,T_4000,1.375
1994,IRL,T_4000,1.52
1995,IRL,T_4000,1.421
1996,IRL,T_4000,1.506
1997,IRL,T_4000,1.52
1998,IRL,T_4000,1.564
1999,IRL,T_4000,1.691
2000,IRL,T_4000,1.753
2001,IRL,T_4000,1.679
2002,IRL,T_4000,1.499
2003,IRL,T_4000,1.865
2004,IRL,T_4000,2.013
2005,IRL,T_4000,2.209
2006,IRL,T_4000,2.696
2007,IRL,T_4000,2.43
2008,IRL,T_4000,1.779
2009,IRL,T_4000,1.452
2010,IRL,T_4000,1.427
2011,IRL,T_4000,1.641
2012,IRL,T_4000,1.738
2013,IRL,T_4000,1.982
2014,IRL,T_4000,2.112
2015,IRL,T_4000,1.438
2016,IRL,T_4000,1.391
2017,IRL,T_4000,1.249
2018,IRL,T_4000,1.289
2019,IRL,T_4000,1.219
2020,IRL,T_4000,0.965
2021,IRL,T_4000,1.078
2022,IRL,T_4000,0.962
2023,IRL,T_4000,1.009
1995,ISR,T_4000,3.613
1996,ISR,T_4000,3.489
1997,ISR,T_4000,3.312
1998,ISR,T_4000,3.248
1999,ISR,T_4000,3.279
2000,ISR,T_4000,3.231
2001,ISR,T_4000,2.971
2002,ISR,T_4000,2.915
2003,ISR,T_4000,2.871
2004,ISR,T_4000,3.184
2005,ISR,T_4000,3.322
2006,ISR,T_4000,3.184
2007,ISR,T_4000,3.301
2008,ISR,T_4000,3.263
2009,ISR,T_4000,3.132
2010,ISR,T_4000,3.351
2011,ISR,T_4000,3.389
2012,ISR,T_4000,3.106
2013,ISR,T_4000,3.168
2014,ISR,T_4000,3.202
2015,ISR,T_4000,3.443
2016,ISR,T_4000,3.338
2017,ISR,T_4000,3.351
2018,ISR,T_4000,3.306
2019,ISR,T_4000,3.204
2020,ISR,T_4000,3.061
2021,ISR,T_4000,3.898
2022,ISR,T_4000,4.026
2023,ISR,T_4000,3.236
1990,ITA,T_4000,0.818
1991,ITA,T_4000,0.911
1992,ITA,T_4000,1.363
1993,ITA,T_4000,2.191
1994,ITA,T_4000,2.096
1995,ITA,T_4000,2.172
1996,ITA,T_4000,2.154
1997,ITA,T_4000,2.106
1998,ITA,T_4000,1.916
1999,ITA,T_4000,1.859
2000,ITA,T_4000,1.882
2001,ITA,T_4000,1.769
2002,ITA,T_4000,2.041
2003,ITA,T_4000,3.107
2004,ITA,T_4000,2.407
2005,ITA,T_4000,1.955
2006,ITA,T_4000,2.036
2007,ITA,T_4000,2.022
2008,ITA,T_4000,1.786
2009,ITA,T_4000,2.599
2010,ITA,T_4000,2.013
2011,ITA,T_4000,2.189
2012,ITA,T_4000,2.687
2013,ITA,T_4000,2.721
2014,ITA,T_4000,2.88
2015,ITA,T_4000,2.795
2016,ITA,T_4000,2.765
2017,ITA,T_4000,2.503
2018,ITA,T_4000,2.489
2019,ITA,T_4000,2.407
2020,ITA,T_4000,2.434
2021,ITA,T_4000,2.473
2022,ITA,T_4000,2.453
2023,ITA,T_4000,2.25
1990,JPN,T_4000,2.602
1991,JPN,T_4000,2.652
1992,JPN,T_4000,2.833
1993,JPN,T_4000,3.003
1994,JPN,T_4000,2.998
1995,JPN,T_4000,3.087
1996,JPN,T_4000,2.989
1997,JPN,T_4000,2.89
1998,JPN,T_4000,2.785
1999,JPN,T_4000,2.788
2000,JPN,T_4000,2.659
2001,JPN,T_4000,2.684
2002,JPN,T_4000,2.643
2003,JPN,T_4000,2.493
2004,JPN,T_4000,2.474
2005,JPN,T_4000,2.495
2006,JPN,T_4000,2.418
2007,JPN,T_4000,2.44
2008,JPN,T_4000,2.54
2009,JPN,T_4000,2.604
2010,JPN,T_4000,2.551
2011,JPN,T_4000,2.62
2012,JPN,T_4000,2.546
2013,JPN,T_4000,2.524
2014,JPN,T_4000,2.542
2015,JPN,T_4000,2.478
2016,JPN,T_4000,2.528
2017,JPN,T_4000,2.532
2018,JPN,T_4000,2.551
2019,JPN,T_4000,2.575
2020,JPN,T_4000,2.659
2021,JPN,T_4000,2.664
2022,JPN,T_4000,2.711
2023,JPN,T_4000,2.589
1990,KOR,T_4000,2.188
1991,KOR,T_4000,2.305
1992,KOR,T_4000,2.313
1993,KOR,T_4000,2.587
1994,KOR,T_4000,2.676
1995,KOR,T_4000,2.618
1996,KOR,T_4000,2.498
1997,KOR,T_4000,2.415
1998,KOR,T_4000,2.061
1999,KOR,T_4000,2.631
2000,KOR,T_4000,2.585
2001,KOR,T_4000,2.421
2002,KOR,T_4000,2.71
2003,KOR,T_4000,2.59
2004,KOR,T_4000,2.382
2005,KOR,T_4000,2.579
2006,KOR,T_4000,2.984
2007,KOR,T_4000,3.038
2008,KOR,T_4000,2.813
2009,KOR,T_4000,2.638
2010,KOR,T_4000,2.534
2011,KOR,T_4000,2.632
2012,KOR,T_4000,2.515
2013,KOR,T_4000,2.388
2014,KOR,T_4000,2.579
2015,KOR,T_4000,2.933
2016,KOR,T_4000,2.862
2017,KOR,T_4000,2.964
2018,KOR,T_4000,3.098
2019,KOR,T_4000,3.104
2020,KOR,T_4000,3.942
2021,KOR,T_4000,4.483
2022,KOR,T_4000,3.796
2023,KOR,T_4000,3.323
1995,LVA,T_4000,1.004
1996,LVA,T_4000,1.07
1997,LVA,T_4000,1.135
1998,LVA,T_4000,1.274
1999,LVA,T_4000,1.0
2000,LVA,T_4000,1.1
2001,LVA,T_4000,1.062
2002,LVA,T_4000,0.986
2003,LVA,T_4000,1.024
2004,LVA,T_4000,1.021
2005,LVA,T_4000,0.99
2006,LVA,T_4000,0.987
2007,LVA,T_4000,0.86
2008,LVA,T_4000,0.631
2009,LVA,T_4000,0.702
2010,LVA,T_4000,0.868
2011,LVA,T_4000,0.999
2012,LVA,T_4000,0.964
2013,LVA,T_4000,0.971
2014,LVA,T_4000,1.046
2015,LVA,T_4000,1.013
2016,LVA,T_4000,1.069
2017,LVA,T_4000,1.039
2018,LVA,T_4000,0.955
2019,LVA,T_4000,0.94
2020,LVA,T_4000,0.933
2021,LVA,T_4000,0.889
2022,LVA,T_4000,0.767
2023,LVA,T_4000,0.728
1995,LTU,T_4000,0.322
1996,LTU,T_4000,0.362
1997,LTU,T_4000,0.405
1998,LTU,T_4000,0.411
1999,LTU,T_4000,0.454
2000,LTU,T_4000,0.461
2001,LTU,T_4000,0.484
2002,LTU,T_4000,0.484
2003,LTU,T_4000,0.43
2004,LTU,T_4000,0.394
2005,LTU,T_4000,0.344
2006,LTU,T_4000,0.329
2007,LTU,T_4000,0.288
2008,LTU,T_4000,0.273
2009,LTU,T_4000,0.351
2010,LTU,T_4000,0.366
2011,LTU,T_4000,0.31
2012,LTU,T_4000,0.284
2013,LTU,T_4000,0.276
2014,LTU,T_4000,0.296
2015,LTU,T_4000,0.338
2016,LTU,T_4000,0.328
2017,LTU,T_4000,0.305
2018,LTU,T_4000,0.301
2019,LTU,T_4000,0.304
2020,LTU,T_4000,0.301
2021,LTU,T_4000,0.294
2022,LTU,T_4000,0.288
2023,LTU,T_4000,0.305
1990,LUX,T_4000,2.921
1991,LUX,T_4000,2.515
1992,LUX,T_4000,2.683
1993,LUX,T_4000,2.835
1994,LUX,T_4000,2.754
1995,LUX,T_4000,2.573
1996,LUX,T_4000,2.796
1997,LUX,T_4000,2.953
1998,LUX,T_4000,3.267
1999,LUX,T_4000,3.653
2000,LUX,T_4000,3.957
2001,LUX,T_4000,3.627
2002,LUX,T_4000,3.015
2003,LUX,T_4000,2.797
2004,LUX,T_4000,2.827
2005,LUX,T_4000,3.18
2006,LUX,T_4000,3.298
2007,LUX,T_4000,3.438
2008,LUX,T_4000,2.585
2009,LUX,T_4000,2.397
2010,LUX,T_4000,2.505
2011,LUX,T_4000,2.506
2012,LUX,T_4000,2.56
2013,LUX,T_4000,2.64
2014,LUX,T_4000,2.81
2015,LUX,T_4000,3.167
2016,LUX,T_4000,3.334
2017,LUX,T_4000,3.551
2018,LUX,T_4000,3.85
2019,LUX,T_4000,3.869
2020,LUX,T_4000,3.817
2021,LUX,T_4000,4.024
2022,LUX,T_4000,3.693
2023,LUX,T_4000,3.52
1990,MEX,T_4000,0.216
1991,MEX,T_4000,0.265
1992,MEX,T_4000,0.307
1993,MEX,T_4000,0.285
1994,MEX,T_4000,0.272
1995,MEX,T_4000,0.231
1996,MEX,T_4000,0.208
1997,MEX,T_4000,0.193
1998,MEX,T_4000,0.192
1999,MEX,T_4000,0.191
2000,MEX,T_4000,0.199
2001,MEX,T_4000,0.225
2002,MEX,T_4000,0.248
2003,MEX,T_4000,0.249
2004,MEX,T_4000,0.248
2005,MEX,T_4000,0.268
2006,MEX,T_4000,0.266
2007,MEX,T_4000,0.275
2008,MEX,T_4000,0.277
2009,MEX,T_4000,0.278
2010,MEX,T_4000,0.279
2011,MEX,T_4000,0.27
2012,MEX,T_4000,0.273
2013,MEX,T_4000,0.273
2014,MEX,T_4000,0.303
2015,MEX,T_4000,0.3
2016,MEX,T_4000,0.305
2017,MEX,T_4000,0.301
2018,MEX,T_4000,0.319
2019,MEX,T_4000,0.315
2020,MEX,T_4000,0.329
2021,MEX,T_4000,0.339
2022,MEX,T_4000,0.357
2023,MEX,T_4000,0.301
1990,NLD,T_4000,1.449
1991,NLD,T_4000,1.489
1992,NLD,T_4000,1.488
1993,NLD,T_4000,1.578
1994,NLD,T_4000,1.66
1995,NLD,T_4000,1.566
1996,NLD,T_4000,1.687
1997,NLD,T_4000,1.763
1998,NLD,T_4000,1.805
1999,NLD,T_4000,1.896
2000,NLD,T_4000,1.945
2001,NLD,T_4000,1.794
2002,NLD,T_4000,1.843
2003,NLD,T_4000,1.759
2004,NLD,T_4000,1.824
2005,NLD,T_4000,1.912
2006,NLD,T_4000,1.674
2007,NLD,T_4000,1.664
2008,NLD,T_4000,1.519
2009,NLD,T_4000,1.375
2010,NLD,T_4000,1.364
2011,NLD,T_4000,1.206
2012,NLD,T_4000,1.073
2013,NLD,T_4000,1.215
2014,NLD,T_4000,1.416
2015,NLD,T_4000,1.397
2016,NLD,T_4000,1.495
2017,NLD,T_4000,1.53
2018,NLD,T_4000,1.542
2019,NLD,T_4000,1.468
2020,NLD,T_4000,1.659
2021,NLD,T_4000,1.583
2022,NLD,T_4000,1.487
2023,NLD,T_4000,1.243
1990,NZL,T_4000,2.476
1991,NZL,T_4000,2.202
1992,NZL,T_4000,2.093
1993,NZL,T_4000,1.934
1994,NZL,T_4000,1.893
1995,NZL,T_4000,1.91
1996,NZL,T_4000,1.879
1997,NZL,T_4000,1.828
1998,NZL,T_4000,1.813
1999,NZL,T_4000,1.886
2000,NZL,T_4000,1.728
2001,NZL,T_4000,1.67
2002,NZL,T_4000,1.703
2003,NZL,T_4000,1.7
2004,NZL,T_4000,1.723
2005,NZL,T_4000,1.77
2006,NZL,T_4000,1.828
2007,NZL,T_4000,1.809
2008,NZL,T_4000,1.945
2009,NZL,T_4000,1.96
2010,NZL,T_4000,2.003
2011,NZL,T_4000,1.999
2012,NZL,T_4000,2.005
2013,NZL,T_4000,1.935
2014,NZL,T_4000,1.951
2015,NZL,T_4000,1.95
2016,NZL,T_4000,1.908
2017,NZL,T_4000,1.872
2018,NZL,T_4000,1.881
2019,NZL,T_4000,1.935
2020,NZL,T_4000,1.855
2021,NZL,T_4000,1.918
2022,NZL,T_4000,1.918
2023,NZL,T_4000,2.023
1990,NOR,T_4000,1.185
1991,NOR,T_4000,1.161
1992,NOR,T_4000,1.147
1993,NOR,T_4000,1.045
1994,NOR,T_4000,1.091
1995,NOR,T_4000,1.126
1996,NOR,T_4000,1.119
1997,NOR,T_4000,1.086
1998,NOR,T_4000,0.99
1999,NOR,T_4000,1.027
2000,NOR,T_4000,0.912
2001,NOR,T_4000,0.917
2002,NOR,T_4000,0.953
2003,NOR,T_4000,0.988
2004,NOR,T_4000,0.992
2005,NOR,T_4000,0.982
2006,NOR,T_4000,0.953
2007,NOR,T_4000,1.049
2008,NOR,T_4000,0.936
2009,NOR,T_4000,1.078
2010,NOR,T_4000,1.07
2011,NOR,T_4000,1.036
2012,NOR,T_4000,1.032
2013,NOR,T_4000,1.063
2014,NOR,T_4000,1.055
2015,NOR,T_4000,1.057
2016,NOR,T_4000,1.137
2017,NOR,T_4000,1.164
2018,NOR,T_4000,1.114
2019,NOR,T_4000,1.171
2020,NOR,T_4000,1.27
2021,NOR,T_4000,1.102
2022,NOR,T_4000,0.968
2023,NOR,T_4000,1.197
1991,POL,T_4000,1.337
1992,POL,T_4000,1.256
1993,POL,T_4000,1.349
1994,POL,T_4000,1.223
1995,POL,T_4000,1.266
1996,POL,T_4000,1.308
1997,POL,T_4000,1.348
1998,POL,T_4000,1.372
1999,POL,T_4000,1.446
2000,POL,T_4000,1.414
2001,POL,T_4000,1.668
2002,POL,T_4000,1.626
2003,POL,T_4000,1.519
2004,POL,T_4000,1.489
2005,POL,T_4000,1.486
2006,POL,T_4000,1.446
2007,POL,T_4000,1.441
2008,POL,T_4000,1.426
2009,POL,T_4000,1.344
2010,POL,T_4000,1.329
2011,POL,T_4000,1.293
2012,POL,T_4000,1.348
2013,POL,T_4000,1.418
2014,POL,T_4000,1.411
2015,POL,T_4000,1.37
2016,POL,T_4000,1.382
2017,POL,T_4000,1.367
2018,POL,T_4000,1.31
2019,POL,T_4000,1.267
2020,POL,T_4000,1.296
2021,POL,T_4000,1.277
2022,POL,T_4000,1.164
2023,POL,T_4000,1.141
1990,PRT,T_4000,0.718
1991,PRT,T_4000,0.738
1992,PRT,T_4000,0.682
1993,PRT,T_4000,0.683
1994,PRT,T_4000,0.691
1995,PRT,T_4000,0.927
1996,PRT,T_4000,0.874
1997,PRT,T_4000,0.881
1998,PRT,T_4000,1.004
1999,PRT,T_4000,1.157
2000,PRT,T_4000,1.143
2001,PRT,T_4000,1.068
2002,PRT,T_4000,1.139
2003,PRT,T_4000,1.108
2004,PRT,T_4000,1.071
2005,PRT,T_4000,1.166
2006,PRT,T_4000,1.219
2007,PRT,T_4000,1.328
2008,PRT,T_4000,1.227
2009,PRT,T_4000,1.123
2010,PRT,T_4000,1.129
2011,PRT,T_4000,1.096
2012,PRT,T_4000,1.183
2013,PRT,T_4000,1.123
2014,PRT,T_4000,1.23
2015,PRT,T_4000,1.284
2016,PRT,T_4000,1.282
2017,PRT,T_4000,1.356
2018,PRT,T_4000,1.445
2019,PRT,T_4000,1.436
2020,PRT,T_4000,1.44
2021,PRT,T_4000,1.541
2022,PRT,T_4000,1.54
2023,PRT,T_4000,1.423
1995,SVK,T_4000,0.561
1996,SVK,T_4000,0.652
1997,SVK,T_4000,0.644
1998,SVK,T_4000,0.632
1999,SVK,T_4000,0.638
2000,SVK,T_4000,0.612
2001,SVK,T_4000,0.577
2002,SVK,T_4000,0.585
2003,SVK,T_4000,0.568
2004,SVK,T_4000,0.536
2005,SVK,T_4000,0.49
2006,SVK,T_4000,0.435
2007,SVK,T_4000,0.388
2008,SVK,T_4000,0.366
2009,SVK,T_4000,0.417
2010,SVK,T_4000,0.403
2011,SVK,T_4000,0.399
2012,SVK,T_4000,0.429
2013,SVK,T_4000,0.439
2014,SVK,T_4000,0.433
2015,SVK,T_4000,0.418
2016,SVK,T_4000,0.428
2017,SVK,T_4000,0.426
2018,SVK,T_4000,0.411
2019,SVK,T_4000,0.4
2020,SVK,T_4000,0.468
2021,SVK,T_4000,0.465
2022,SVK,T_4000,0.427
2023,SVK,T_4000,0.415
1995,SVN,T_4000,0.544
1996,SVN,T_4000,0.528
1997,SVN,T_4000,0.624
1998,SVN,T_4000,0.813
1999,SVN,T_4000,0.741
2000,SVN,T_4000,0.639
2001,SVN,T_4000,0.684
2002,SVN,T_4000,0.644
2003,SVN,T_4000,0.561
2004,SVN,T_4000,0.595
2005,SVN,T_4000,0.584
2006,SVN,T_4000,0.6
2007,SVN,T_4000,0.588
2008,SVN,T_4000,0.564
2009,SVN,T_4000,0.578
2010,SVN,T_4000,0.61
2011,SVN,T_4000,0.592
2012,SVN,T_4000,0.625
2013,SVN,T_4000,0.636
2014,SVN,T_4000,0.619
2015,SVN,T_4000,0.62
2016,SVN,T_4000,0.629
2017,SVN,T_4000,0.643
2018,SVN,T_4000,0.602
2019,SVN,T_4000,0.615
2020,SVN,T_4000,0.627
2021,SVN,T_4000,0.615
2022,SVN,T_4000,0.609
2023,SVN,T_4000,0.556
1990,ESP,T_4000,1.74
1991,ESP,T_4000,1.576
1992,ESP,T_4000,1.573
1993,ESP,T_4000,1.599
1994,ESP,T_4000,1.797
1995,ESP,T_4000,1.783
1996,ESP,T_4000,1.761
1997,ESP,T_4000,2.001
1998,ESP,T_4000,1.962
1999,ESP,T_4000,2.052
2000,ESP,T_4000,2.134
2001,ESP,T_4000,2.062
2002,ESP,T_4000,2.226
2003,ESP,T_4000,2.461
2004,ESP,T_4000,2.737
2005,ESP,T_4000,3.017
2006,ESP,T_4000,3.216
2007,ESP,T_4000,2.988
2008,ESP,T_4000,2.308
2009,ESP,T_4000,2.031
2010,ESP,T_4000,2.067
2011,ESP,T_4000,1.957
2012,ESP,T_4000,2.123
2013,ESP,T_4000,2.376
2014,ESP,T_4000,2.516
2015,ESP,T_4000,2.584
2016,ESP,T_4000,2.569
2017,ESP,T_4000,2.534
2018,ESP,T_4000,2.538
2019,ESP,T_4000,2.454
2020,ESP,T_4000,2.482
2021,ESP,T_4000,2.755
2022,ESP,T_4000,2.595
2023,ESP,T_4000,2.324
1990,SWE,T_4000,1.721
1991,SWE,T_4000,1.891
1992,SWE,T_4000,1.593
1993,SWE,T_4000,1.404
1994,SWE,T_4000,1.414
1995,SWE,T_4000,1.221
1996,SWE,T_4000,1.696
1997,SWE,T_4000,1.806
1998,SWE,T_4000,1.709
1999,SWE,T_4000,1.702
2000,SWE,T_4000,1.656
2001,SWE,T_4000,1.467
2002,SWE,T_4000,1.435
2003,SWE,T_4000,1.429
2004,SWE,T_4000,1.44
2005,SWE,T_4000,1.37
2006,SWE,T_4000,1.347
2007,SWE,T_4000,1.094
2008,SWE,T_4000,1.021
2009,SWE,T_4000,1.031
2010,SWE,T_4000,1.028
2011,SWE,T_4000,0.986
2012,SWE,T_4000,1.008
2013,SWE,T_4000,1.082
2014,SWE,T_4000,1.058
2015,SWE,T_4000,1.036
2016,SWE,T_4000,1.051
2017,SWE,T_4000,0.992
2018,SWE,T_4000,0.957
2019,SWE,T_4000,0.939
2020,SWE,T_4000,0.954
2021,SWE,T_4000,0.955
2022,SWE,T_4000,0.938
2023,SWE,T_4000,0.814
1990,CHE,T_4000,2.053
1991,CHE,T_4000,1.873
1992,CHE,T_4000,1.904
1993,CHE,T_4000,2.022
1994,CHE,T_4000,2.091
1995,CHE,T_4000,2.018
1996,CHE,T_4000,2.121
1997,CHE,T_4000,2.213
1998,CHE,T_4000,2.478
1999,CHE,T_4000,2.595
2000,CHE,T_4000,2.611
2001,CHE,T_4000,2.494
2002,CHE,T_4000,2.446
2003,CHE,T_4000,2.314
2004,CHE,T_4000,2.347
2005,CHE,T_4000,2.201
2006,CHE,T_4000,2.181
2007,CHE,T_4000,2.073
2008,CHE,T_4000,1.991
2009,CHE,T_4000,2.031
2010,CHE,T_4000,1.983
2011,CHE,T_4000,1.926
2012,CHE,T_4000,1.795
2013,CHE,T_4000,1.837
2014,CHE,T_4000,1.885
2015,CHE,T_4000,1.965
2016,CHE,T_4000,1.996
2017,CHE,T_4000,2.094
2018,CHE,T_4000,2.042
2019,CHE,T_4000,2.122
2020,CHE,T_4000,2.258
2021,CHE,T_4000,2.24
2022,CHE,T_4000,2.172
2023,CHE,T_4000,2.191
1990,TUR,T_4000,0.331
1991,TUR,T_4000,0.34
1992,TUR,T_4000,0.332
1993,TUR,T_4000,0.352
1994,TUR,T_4000,1.306
1995,TUR,T_4000,0.499
1996,TUR,T_4000,0.331
1997,TUR,T_4000,0.546
1998,TUR,T_4000,0.712
1999,TUR,T_4000,0.636
2000,TUR,T_4000,0.742
2001,TUR,T_4000,0.616
2002,TUR,T_4000,0.683
2003,TUR,T_4000,0.811
2004,TUR,T_4000,0.706
2005,TUR,T_4000,0.772
2006,TUR,T_4000,0.834
2007,TUR,T_4000,0.858
2008,TUR,T_4000,0.834
2009,TUR,T_4000,0.846
2010,TUR,T_4000,1.001
2011,TUR,T_4000,1.044
2012,TUR,T_4000,1.044
2013,TUR,T_4000,1.167
2014,TUR,T_4000,1.191
2015,TUR,T_4000,1.216
2016,TUR,T_4000,1.213
2017,TUR,T_4000,1.112
2018,TUR,T_4000,1.035
2019,TUR,T_4000,0.966
2020,TUR,T_4000,1.061
2021,TUR,T_4000,0.967
2022,TUR,T_4000,0.729
2023,TUR,T_4000,0.7
1990,GBR,T_4000,2.686
1991,GBR,T_4000,2.373
1992,GBR,T_4000,2.274
1993,GBR,T_4000,2.995
1994,GBR,T_4000,3.195
1995,GBR,T_4000,2.939
1996,GBR,T_4000,2.991
1997,GBR,T_4000,3.104
1998,GBR,T_4000,3.254
1999,GBR,T_4000,3.444
2000,GBR,T_4000,3.735
2001,GBR,T_4000,3.686
2002,GBR,T_4000,3.748
2003,GBR,T_4000,3.704
2004,GBR,T_4000,3.81
2005,GBR,T_4000,3.849
2006,GBR,T_4000,4.053
2007,GBR,T_4000,4.104
2008,GBR,T_4000,3.771
2009,GBR,T_4000,3.771
2010,GBR,T_4000,3.84
2011,GBR,T_4000,3.814
2012,GBR,T_4000,3.812
2013,GBR,T_4000,3.93
2014,GBR,T_4000,4.005
2015,GBR,T_4000,3.986
2016,GBR,T_4000,4.077
2017,GBR,T_4000,4.108
2018,GBR,T_4000,4.118
2019,GBR,T_4000,4.041
2020,GBR,T_4000,3.799
2021,GBR,T_4000,3.922
2022,GBR,T_4000,4.014
2023,GBR,T_4000,3.72
1990,USA,T_4000,3.059
1991,USA,T_4000,3.195
1992,USA,T_4000,3.162
1993,USA,T_4000,3.076
1994,USA,T_4000,3.103
1995,USA,T_4000,3.0
1996,USA,T_4000,3.009
1997,USA,T_4000,3.008
1998,USA,T_4000,3.004
1999,USA,T_4000,3.001
2000,USA,T_4000,2.922
2001,USA,T_4000,2.965
2002,USA,T_4000,3.058
2003,USA,T_4000,3.095
2004,USA,T_4000,3.113
2005,USA,T_4000,3.168
2006,USA,T_4000,3.174
2007,USA,T_4000,3.199
2008,USA,T_4000,3.191
2009,USA,T_4000,3.311
2010,USA,T_4000,3.146
2011,USA,T_4000,3.012
2012,USA,T_4000,2.958
2013,USA,T_4000,2.967
2014,USA,T_4000,2.943
2015,USA,T_4000,2.94
2016,USA,T_4000,2.977
2017,USA,T_4000,4.188
2018,USA,T_4000,2.946
2019,USA,T_4000,2.958
2020,USA,T_4000,3.098
2021,USA,T_4000,2.931
2022,USA,T_4000,2.862
2023,USA,T_4000,2.771
1990,ARG,T_4000,1.511
1991,ARG,T_4000,1.846
1992,ARG,T_4000,1.347
1993,ARG,T_4000,1.065
1994,ARG,T_4000,0.991
1995,ARG,T_4000,0.969
1996,ARG,T_4000,1.06
1997,ARG,T_4000,1.032
1998,ARG,T_4000,1.134
1999,ARG,T_4000,1.178
2000,ARG,T_4000,1.217
2001,ARG,T_4000,2.082
2002,ARG,T_4000,2.268
2003,ARG,T_4000,2.591
2004,ARG,T_4000,2.767
2005,ARG,T_4000,2.746
2006,ARG,T_4000,2.672
2007,ARG,T_4000,2.673
2008,ARG,T_4000,2.684
2009,ARG,T_4000,2.658
2010,ARG,T_4000,2.62
2011,ARG,T_4000,2.641
2012,ARG,T_4000,2.744
2013,ARG,T_4000,2.887
2014,ARG,T_4000,2.816
2015,ARG,T_4000,2.791
2016,ARG,T_4000,2.727
2017,ARG,T_4000,2.846
2018,ARG,T_4000,2.682
2019,ARG,T_4000,2.611
2020,ARG,T_4000,3.248
2021,ARG,T_4000,3.07
2022,ARG,T_4000,2.905
2023,ARG,T_4000,2.772
1990,BRA,T_4000,1.646
1991,BRA,T_4000,1.171
1992,BRA,T_4000,1.034
1993,BRA,T_4000,1.037
1994,BRA,T_4000,2.062
1995,BRA,T_4000,1.002
1996,BRA,T_4000,0.86
1997,BRA,T_4000,1.676
1998,BRA,T_4000,1.721
1999,BRA,T_4000,1.695
2000,BRA,T_4000,1.962
2001,BRA,T_4000,2.093
2002,BRA,T_4000,2.307
2003,BRA,T_4000,2.278
2004,BRA,T_4000,2.268
2005,BRA,T_4000,2.258
2006,BRA,T_4000,2.257
2007,BRA,T_4000,2.274
2008,BRA,T_4000,1.321
2009,BRA,T_4000,1.227
2010,BRA,T_4000,1.377
2011,BRA,T_4000,1.442
2012,BRA,T_4000,1.359
2013,BRA,T_4000,1.29
2014,BRA,T_4000,1.274
2015,BRA,T_4000,1.412
2016,BRA,T_4000,1.391
2017,BRA,T_4000,1.412
2018,BRA,T_4000,1.45
2019,BRA,T_4000,1.524
2020,BRA,T_4000,1.211
2021,BRA,T_4000,1.574
2022,BRA,T_4000,1.546
2023,BRA,T_4000,1.544
1995,BGR,T_4000,0.177
1996,BGR,T_4000,0.187
1997,BGR,T_4000,0.087
1998,BGR,T_4000,0.204
1999,BGR,T_4000,0.236
2000,BGR,T_4000,0.231
2001,BGR,T_4000,0.242
2002,BGR,T_4000,0.265
2003,BGR,T_4000,0.323
2004,BGR,T_4000,0.352
2005,BGR,T_4000,0.396
2006,BGR,T_4000,0.551
2007,BGR,T_4000,0.67
2008,BGR,T_4000,0.689
2009,BGR,T_4000,0.503
2010,BGR,T_4000,0.489
2011,BGR,T_4000,0.523
2012,BGR,T_4000,0.526
1990,AUS,_T,28.051
1991,AUS,_T,26.615
1992,AUS,_T,26.085
1993,AUS,_T,26.555
1994,AUS,_T,27.436
1995,AUS,_T,28.211
1996,AUS,_T,28.852
1997,AUS,_T,28.61
1998,AUS,_T,29.353
1999,AUS,_T,29.78
2000,AUS,_T,30.358
2001,AUS,_T,28.843
2002,AUS,_T,29.72
2003,AUS,_T,29.816
2004,AUS,_T,30.118
2005,AUS,_T,29.815
2006,AUS,_T,29.265
2007,AUS,_T,29.397
2008,AUS,_T,26.723
2009,AUS,_T,25.395
2010,AUS,_T,25.147
2011,AUS,_T,25.774
2012,AUS,_T,26.803
2013,AUS,_T,26.955
2014,AUS,_T,27.15
2015,AUS,_T,27.773
2016,AUS,_T,27.511
2017,AUS,_T,28.517
2018,AUS,_T,28.571
2019,AUS,_T,27.657
2009,AUT,_T,40.98
2010,AUT,_T,40.958
2011,AUT,_T,41.119
2012,AUT,_T,41.767
2013,AUT,_T,42.635
2014,AUT,_T,42.699
2015,AUT,_T,43.126
2016,AUT,_T,41.753
2017,AUT,_T,41.871
2018,AUT,_T,42.261
2019,AUT,_T,42.617
2020,AUT,_T,42.102
2021,AUT,_T,43.383
2022,AUT,_T,43.181
2023,AUT,_T,42.665
1990,BEL,_T,41.393
1991,BEL,_T,41.608
1992,BEL,_T,41.18
1993,BEL,_T,42.632
1994,BEL,_T,42.913
1995,BEL,_T,42.837
1996,BEL,_T,43.351
1997,BEL,_T,43.812
1998,BEL,_T,44.437
1999,BEL,_T,44.239
2000,BEL,_T,43.849
2001,BEL,_T,43.692
2002,BEL,_T,43.913
2003,BEL,_T,43.344
2004,BEL,_T,43.471
2005,BEL,_T,43.357
2006,BEL,_T,43.218
2007,BEL,_T,42.92
2008,BEL,_T,43.593
